order_id,customer_id,product,category,price,quantity,city,timestamp,status,is_scheduled,cost,profit,rating,review,revenue
401,1781,Samsung Headphones Air,Electronics,23320,3,Bangalore,2026-07-30 02:54:56.482357,Delivered,False,20216.53,9310.42,5,Fantastic experience,69960
402,1314,Zara TV Core,Electronics,47023,3,Mumbai,2026-08-04 02:54:56.482368,Cancelled,True,30029.56,50980.31,2,Very poor quality,141069
403,1043,LG Jacket Ultra,Fashion,9033,1,Mumbai,2026-07-12 02:54:56.482378,Placed,False,5630.45,3402.55,4,Very satisfied,9033
404,1308,Sony Laptop Neo,Electronics,2649,5,Pune,2026-08-07 02:54:56.482388,Placed,True,2311.41,1687.96,1,Bad experience,13245
405,1686,Samsung Bag Prime,Fashion,49950,1,Bangalore,2026-08-08 02:54:56.482397,Cancelled,True,38775.23,11174.77,2,Waste of money,49950
406,1247,Nike Camera Edge,Electronics,6449,2,Kolkata,2026-07-04 02:54:56.482406,Shipped,False,4550.81,3796.38,5,Best purchase ever,12898
407,1923,Boat Watch Mini,Electronics,4978,1,Hyderabad,2026-08-08 02:54:56.482416,Cancelled,True,4055.79,922.21,3,Not bad,4978
408,1450,Samsung Router Neo,Electronics,783,1,Pune,2026-08-08 02:54:56.482434,Delivered,True,555.88,227.12,5,Highly recommended!,783
409,1115,Samsung Headphones Neo,Electronics,7533,2,Hyderabad,2026-07-22 02:54:56.482443,Delivered,False,5004.04,5057.92,2,Terrible product,15066
410,1570,HP Headphones Plus,Electronics,8601,4,Pune,2026-08-08 02:54:56.482453,Cancelled,True,6439.95,8644.18,3,Decent quality,34404
411,1703,Zara Tablet Elite,Electronics,5890,3,Hyderabad,2026-07-31 02:54:56.482462,Delivered,False,4035.14,5564.58,5,Excellent performance,17670
412,1961,Boat Camera Core,Electronics,15302,5,Pune,2026-07-25 02:54:56.482471,Delivered,False,10047.84,26270.82,1,Will not recommend,76510
413,1122,Lenovo Speaker Air,Electronics,12250,1,Mumbai,2026-07-13 02:54:56.482480,Placed,False,8806.66,3443.34,5,Loved it!,12250
414,1205,Realme Watch Plus,Electronics,26755,5,Kolkata,2026-08-05 02:54:56.482491,Placed,True,18972.32,38913.41,2,Not worth it,133775
415,1279,Samsung Jeans X,Fashion,26995,1,Hyderabad,2026-08-07 02:54:56.482501,Delivered,True,18452.58,8542.42,5,Best purchase ever,26995
416,1150,Xiaomi Router Edge,Electronics,42694,4,Hyderabad,2026-07-19 02:54:56.482512,Delivered,False,38264.79,17716.82,5,Excellent performance,170776
417,1101,Acer Tablet Max,Electronics,7580,1,Pune,2026-07-19 02:54:56.482522,Delivered,False,5072.89,2507.11,2,Not satisfied,7580
418,1310,Sony Camera Air,Electronics,4971,4,Kolkata,2026-08-05 02:54:56.482531,Delivered,True,3884.22,4347.14,3,Not bad,19884
419,1516,Realme Headphones Max,Electronics,6813,1,Bangalore,2026-07-09 02:54:56.482541,Delivered,False,4500.53,2312.47,4,Top notch quality,6813
420,1460,Nike Camera Neo,Electronics,23019,5,Bangalore,2026-08-04 02:54:56.482550,Delivered,True,19889.28,15648.58,1,Terrible product,115095
421,1503,Sony Bag Max,Fashion,25163,4,Chennai,2026-08-02 02:54:56.482561,Placed,False,16432.97,34920.13,3,Not bad,100652
422,1701,Realme Shoes Ultra,Fashion,20977,4,Kolkata,2026-07-10 02:54:56.482573,Placed,False,16166.06,19243.75,4,Fantastic experience,83908
423,1994,Sony Router Edge,Electronics,31290,4,Chennai,2026-08-08 02:54:56.482583,Placed,True,22447.93,35368.28,4,Best purchase ever,125160
424,1857,HP T-shirt Elite,Fashion,44834,3,Bangalore,2026-07-24 02:54:56.482592,Placed,False,27278.98,52665.05,1,Waste of money,134502
425,1421,Sony Shoes Prime,Fashion,49131,5,Bangalore,2026-08-06 02:54:56.482601,Delivered,True,30913.47,91087.64,3,Could be better,245655
426,1117,Apple Speaker Edge,Electronics,43835,2,Bangalore,2026-08-05 02:54:56.482611,Shipped,True,34093.09,19483.82,1,Disappointed,87670
427,1527,Apple Jeans Neo,Fashion,1791,5,Chennai,2026-08-02 02:54:56.482630,Delivered,False,1428.02,1814.91,4,Best purchase ever,8955
428,1827,Panasonic Jeans Ultra,Fashion,1837,4,Chennai,2026-08-06 02:54:56.482653,Delivered,True,1416.52,1681.91,3,Okay product,7348
429,1992,Puma Router Elite,Electronics,45776,2,Chennai,2026-07-19 02:54:56.482668,Shipped,False,29753.86,32044.28,3,Could be better,91552
430,1823,Zara Tablet Air,Electronics,33068,1,Mumbai,2026-08-06 02:54:56.482685,Shipped,True,20312.33,12755.67,5,Very satisfied,33068
431,1486,Realme Headphones Max,Electronics,49185,1,Chennai,2026-08-08 02:54:56.482701,Shipped,True,33544.64,15640.36,5,Fantastic experience,49185
432,1204,LG Jacket Ultra,Fashion,23261,1,Chennai,2026-07-18 02:54:56.482718,Shipped,False,16977.58,6283.42,5,Worth every penny,23261
433,1590,Nikon TV Max,Electronics,16966,5,Chennai,2026-07-13 02:54:56.482734,Cancelled,False,14663.19,11514.06,5,Highly recommended!,84830
434,1373,Canon Camera Pro,Electronics,43806,4,Chennai,2026-07-05 02:54:56.482747,Delivered,False,38566.4,20958.41,1,Very poor quality,175224
435,1866,Adidas Router Core,Electronics,16253,2,Chennai,2026-07-07 02:54:56.482757,Delivered,False,11752.19,9001.62,1,Very poor quality,32506
436,1196,Panasonic Jeans Ultra,Fashion,19311,2,Delhi,2026-07-13 02:54:56.482767,Cancelled,False,13937.9,10746.19,1,Waste of money,38622
437,1163,Sony Speaker Neo,Electronics,20851,4,Bangalore,2026-07-17 02:54:56.482778,Delivered,False,15150.46,22802.17,1,Very poor quality,83404
438,1801,Sony Jeans Max,Fashion,2409,3,Delhi,2026-07-13 02:54:56.482788,Cancelled,False,1911.03,1493.91,1,Will not recommend,7227
439,1687,Apple Speaker Edge,Electronics,6000,3,Pune,2026-07-07 02:54:56.482797,Placed,False,5221.03,2336.9,4,Worth every penny,18000
440,1534,OnePlus Headphones Mini,Electronics,6418,4,Pune,2026-08-05 02:54:56.482806,Placed,True,4950.15,5871.39,5,Loved it!,25672
441,1337,Canon Camera Edge,Electronics,38538,5,Hyderabad,2026-07-19 02:54:56.482817,Placed,False,25875.3,63313.49,1,Not worth it,192690
442,1993,Puma Phone Max,Electronics,48815,4,Bangalore,2026-08-07 02:54:56.482827,Cancelled,True,31401.88,69652.49,2,Very poor quality,195260
443,1558,Adidas Phone Neo,Electronics,27263,3,Chennai,2026-08-07 02:54:56.482836,Shipped,True,22079.9,15549.29,1,Not worth it,81789
444,1021,H&M Phone Edge,Electronics,45243,2,Pune,2026-07-06 02:54:56.482845,Cancelled,False,32072.74,26340.53,3,Decent quality,90486
445,1924,Zara Router Core,Electronics,40202,1,Hyderabad,2026-08-05 02:54:56.482855,Shipped,True,30787.43,9414.57,3,Could be better,40202
446,1308,Apple Camera Neo,Electronics,8498,5,Delhi,2026-08-07 02:54:56.482866,Delivered,True,5118.85,16895.73,4,Excellent performance,42490
447,1280,Sony Speaker Prime,Electronics,15931,3,Hyderabad,2026-08-05 02:54:56.482876,Delivered,True,12576.02,10064.93,4,Amazing product!,47793
448,1715,Lenovo Phone Mini,Electronics,32723,4,Bangalore,2026-07-05 02:54:56.482887,Shipped,False,26676.31,24186.77,1,Waste of money,130892
449,1656,Apple Speaker Mini,Electronics,4849,3,Pune,2026-07-15 02:54:56.482897,Shipped,False,3568.76,3840.72,1,Not satisfied,14547
450,1589,LG Phone Plus,Electronics,41797,4,Delhi,2026-08-04 02:54:56.482906,Delivered,True,27586.96,56840.14,3,Could be better,167188
451,1489,Zara Watch Neo,Electronics,10843,2,Hyderabad,2026-08-08 02:54:56.482916,Delivered,True,9084.19,3517.63,3,Nothing special,21686
452,1424,Xiaomi Bag Ultra,Fashion,9249,3,Bangalore,2026-08-08 02:54:56.482940,Shipped,True,7767.85,4443.44,2,Bad experience,27747
453,1928,Nikon Phone Plus,Electronics,26288,4,Delhi,2026-08-04 02:54:56.482950,Placed,True,23052.83,12940.67,5,Superb quality!,105152
454,1614,Adidas Jeans Plus,Fashion,30805,2,Bangalore,2026-07-12 02:54:56.482959,Cancelled,False,18943.07,23723.86,5,Very satisfied,61610
455,1791,Panasonic Laptop Air,Electronics,6336,3,Chennai,2026-08-08 02:54:56.482971,Placed,True,3828.43,7522.71,5,Very satisfied,19008
456,1764,Lenovo Jacket Ultra,Fashion,44645,4,Chennai,2026-08-05 02:54:56.482980,Cancelled,True,29339.05,61223.79,3,Decent quality,178580
457,1428,Acer Phone Prime,Electronics,9032,4,Mumbai,2026-08-08 02:54:56.482989,Cancelled,True,8115.81,3664.74,3,Works fine,36128
458,1596,Nike Phone Prime,Electronics,10064,1,Pune,2026-07-26 02:54:56.483004,Cancelled,False,7903.3,2160.7,2,Not worth it,10064
459,1730,JBL Shoes Plus,Fashion,30526,1,Chennai,2026-08-07 02:54:56.483013,Cancelled,True,26296.11,4229.89,4,Superb quality!,30526
460,1953,Canon T-shirt Pro,Fashion,28240,5,Mumbai,2026-08-01 02:54:56.483023,Placed,False,21662.9,32885.48,1,Not worth it,141200
461,2000,Acer Speaker Ultra,Electronics,23719,5,Chennai,2026-08-04 02:54:56.483035,Shipped,True,17821.57,29487.15,4,Excellent performance,118595
462,1952,Puma Camera X,Electronics,24807,2,Bangalore,2026-08-08 02:54:56.483044,Cancelled,True,16821.32,15971.37,5,Top notch quality,49614
463,1045,Acer Headphones Ultra,Electronics,31176,2,Mumbai,2026-08-06 02:54:56.483053,Delivered,True,20031.79,22288.43,1,Not worth it,62352
464,1446,H&M TV Edge,Electronics,18915,3,Mumbai,2026-07-25 02:54:56.483063,Shipped,False,14827.08,12263.76,3,Could be better,56745
465,1235,Apple Speaker Pro,Electronics,48791,4,Mumbai,2026-08-08 02:54:56.483073,Delivered,True,30053.63,74949.48,2,Not satisfied,195164
466,1452,OnePlus Headphones Plus,Electronics,31318,3,Bangalore,2026-08-07 02:54:56.483082,Delivered,True,19880.89,34311.32,4,Amazing product!,93954
467,1357,Lenovo Speaker Prime,Electronics,37256,4,Delhi,2026-07-19 02:54:56.483092,Placed,False,31807.37,21794.54,2,Bad experience,149024
468,1597,Apple Jacket Elite,Fashion,19119,2,Delhi,2026-08-08 02:54:56.483103,Shipped,True,14702.02,8833.96,5,Superb quality!,38238
469,1908,Boat Laptop Core,Electronics,37907,2,Bangalore,2026-07-05 02:54:56.483113,Placed,False,25543.53,24726.95,4,Loved it!,75814
470,1083,Asus Jeans Edge,Fashion,19130,1,Chennai,2026-07-23 02:54:56.483122,Placed,False,16281.41,2848.59,2,Not satisfied,19130
471,1993,Canon Watch Pro,Electronics,46880,4,Delhi,2026-07-14 02:54:56.483131,Shipped,False,36484.89,41580.45,1,Not worth it,187520
472,1330,Canon Speaker Max,Electronics,41287,4,Hyderabad,2026-07-04 02:54:56.483140,Cancelled,False,27390.21,55587.16,1,Disappointed,165148
473,1091,Apple Speaker Edge,Electronics,49245,1,Delhi,2026-08-01 02:54:56.483150,Delivered,False,33316.66,15928.34,2,Terrible product,49245
474,1305,Sony Bag Max,Fashion,14146,2,Chennai,2026-07-10 02:54:56.483159,Delivered,False,9696.81,8898.38,2,Bad experience,28292
475,1501,HP Shoes Mini,Fashion,28835,3,Chennai,2026-08-06 02:54:56.483170,Placed,True,24498.67,13008.98,5,Superb quality!,86505
476,1628,OnePlus Headphones Mini,Electronics,25933,4,Mumbai,2026-07-16 02:54:56.483180,Delivered,False,16261.72,38685.12,4,Worth every penny,103732
477,1953,HP Tablet Mini,Electronics,41832,4,Chennai,2026-08-04 02:54:56.483189,Shipped,True,37313.37,18074.51,2,Waste of money,167328
478,1152,Boat Laptop Core,Electronics,41758,5,Mumbai,2026-08-06 02:54:56.483198,Delivered,True,30533.73,56121.36,4,Excellent performance,208790
479,1522,Apple Camera Neo,Electronics,20187,2,Chennai,2026-07-25 02:54:56.483207,Placed,False,15449.08,9475.85,1,Bad experience,40374
480,1116,LG Router X,Electronics,6692,4,Pune,2026-07-23 02:54:56.483219,Shipped,False,5190.79,6004.86,5,Amazing product!,26768
481,1601,LG Laptop Edge,Electronics,30835,2,Pune,2026-08-07 02:54:56.483228,Placed,True,19271.48,23127.04,3,Could be better,61670
482,1892,Acer Tablet Max,Electronics,44426,4,Pune,2026-07-24 02:54:56.483239,Cancelled,False,29468.68,59829.29,1,Disappointed,177704
483,1471,Xiaomi TV Prime,Electronics,28929,5,Pune,2026-08-04 02:54:56.483249,Delivered,True,18370.02,52794.92,2,Will not recommend,144645
484,1089,Realme Shoes Prime,Fashion,43604,5,Mumbai,2026-07-25 02:54:56.483258,Shipped,False,35197.09,42034.54,4,Excellent performance,218020
485,1664,Sony Jeans Max,Fashion,1409,2,Mumbai,2026-08-04 02:54:56.483267,Cancelled,True,1208.5,400.99,2,Will not recommend,2818
486,1432,Sony Phone X,Electronics,16345,4,Delhi,2026-08-04 02:54:56.483277,Shipped,True,13581.33,11054.69,2,Will not recommend,65380
487,1248,Nike Jacket Mini,Fashion,11385,2,Mumbai,2026-07-04 02:54:56.483286,Delivered,False,8441.37,5887.26,4,Best purchase ever,22770
488,1868,Puma Jacket Prime,Fashion,37818,4,Chennai,2026-08-06 02:54:56.483295,Placed,True,23855.56,55849.77,4,Very satisfied,151272
489,1742,JBL Headphones X,Electronics,38423,5,Kolkata,2026-08-02 02:54:56.483306,Delivered,False,27660.88,53810.62,5,Best purchase ever,192115
490,1274,JBL Jeans Elite,Fashion,44977,4,Pune,2026-08-04 02:54:56.483318,Placed,True,32680.35,49186.6,3,Okay product,179908
491,1165,Apple Tablet Prime,Electronics,31520,1,Bangalore,2026-07-15 02:54:56.483327,Shipped,False,23151.36,8368.64,4,Amazing product!,31520
492,1943,Adidas Watch Plus,Electronics,13096,4,Kolkata,2026-07-20 02:54:56.483338,Cancelled,False,9852.0,12976.0,5,Worth every penny,52384
493,1818,Sony Bag Max,Fashion,47371,4,Hyderabad,2026-08-06 02:54:56.483348,Delivered,True,42062.65,21233.39,3,Nothing special,189484
494,1204,Boat T-shirt Plus,Fashion,41253,2,Mumbai,2026-07-12 02:54:56.483357,Placed,False,33007.22,16491.55,2,Waste of money,82506
495,1018,Asus Headphones Ultra,Electronics,32755,1,Bangalore,2026-07-04 02:54:56.483367,Delivered,False,22636.84,10118.16,2,Not satisfied,32755
496,1116,Nike Headphones Air,Electronics,17592,3,Kolkata,2026-08-05 02:54:56.483378,Placed,True,14813.25,8336.25,3,Just okay,52776
497,1788,Zara Laptop Ultra,Electronics,8409,5,Kolkata,2026-08-07 02:54:56.483387,Shipped,True,7552.11,4284.43,3,Average experience,42045
498,1800,Panasonic Jeans Ultra,Fashion,10407,5,Kolkata,2026-08-04 02:54:56.483397,Delivered,True,8738.72,8341.42,1,Bad experience,52035
499,1932,Canon Tablet Pro,Electronics,7176,5,Bangalore,2026-08-08 02:54:56.483407,Placed,True,4665.22,12553.91,1,Very poor quality,35880
500,1662,Asus Tablet Pro,Electronics,48233,3,Bangalore,2026-07-10 02:54:56.483416,Delivered,False,39539.75,26079.74,1,Waste of money,144699
501,1854,HP Camera Core,Electronics,9529,1,Hyderabad,2026-08-07 02:54:56.483427,Delivered,True,7916.37,1612.63,1,Very poor quality,9529
502,1644,Boat Headphones Edge,Electronics,22868,3,Pune,2026-08-04 02:54:56.483437,Shipped,True,16275.86,19776.41,4,Worth every penny,68604
503,1940,Sony Speaker Neo,Electronics,10435,5,Chennai,2026-07-09 02:54:56.483448,Cancelled,False,6692.99,18710.04,4,Very satisfied,52175
504,1086,HP Headphones Ultra,Electronics,30564,5,Bangalore,2026-07-04 02:54:56.483457,Placed,False,22396.49,40837.54,1,Bad experience,152820
505,1646,Apple Speaker Pro,Electronics,26822,2,Pune,2026-08-02 02:54:56.483467,Delivered,False,22202.12,9239.77,2,Not satisfied,53644
506,1738,LG Tablet Ultra,Electronics,43777,5,Pune,2026-07-21 02:54:56.483477,Delivered,False,37899.27,29388.63,5,Excellent performance,218885
507,1908,HP Headphones Plus,Electronics,23054,1,Kolkata,2026-07-06 02:54:56.483486,Cancelled,False,18675.78,4378.22,4,Superb quality!,23054
508,1037,Realme Headphones Max,Electronics,41013,4,Kolkata,2026-07-06 02:54:56.483496,Delivered,False,34148.25,27459.01,3,Okay product,164052
509,1775,HP Camera Core,Electronics,26058,2,Pune,2026-07-28 02:54:56.483505,Placed,False,19634.74,12846.52,3,Could be better,52116
510,1749,Boat Watch Plus,Electronics,2034,1,Delhi,2026-07-27 02:54:56.483517,Shipped,False,1663.72,370.28,5,Loved it!,2034
511,1305,Zara T-shirt X,Fashion,24943,3,Kolkata,2026-07-31 02:54:56.483526,Placed,False,20627.06,12947.81,1,Will not recommend,74829
512,1731,JBL Headphones X,Electronics,841,4,Chennai,2026-07-27 02:54:56.483535,Cancelled,False,592.99,992.04,3,Not bad,3364
513,1100,Lenovo Jacket Neo,Fashion,48833,2,Mumbai,2026-08-06 02:54:56.483545,Cancelled,True,41354.36,14957.27,3,Nothing special,97666
514,1219,Dell Router Plus,Electronics,28398,4,Chennai,2026-08-04 02:54:56.483554,Placed,True,20658.58,30957.68,2,Will not recommend,113592
515,1651,H&M Jeans Pro,Fashion,24702,5,Chennai,2026-07-16 02:54:56.483563,Delivered,False,21283.35,17093.24,5,Top notch quality,123510
516,1728,Adidas Phone Neo,Electronics,45655,4,Chennai,2026-07-08 02:54:56.483574,Cancelled,False,29370.04,65139.85,2,Will not recommend,182620
517,1943,LG Bag Pro,Fashion,46671,5,Delhi,2026-08-05 02:54:56.483584,Delivered,True,34630.19,60204.03,2,Not worth it,233355
518,1380,Nikon Tablet Prime,Electronics,27279,1,Bangalore,2026-08-06 02:54:56.483593,Shipped,True,16697.06,10581.94,2,Bad experience,27279
519,1049,HP Jacket Prime,Fashion,20374,3,Bangalore,2026-08-03 02:54:56.483602,Cancelled,False,13093.19,21842.44,5,Very satisfied,61122
520,1891,H&M Camera Neo,Electronics,19078,2,Delhi,2026-08-07 02:54:56.483611,Placed,True,12146.93,13862.14,3,Okay product,38156
521,1854,Apple Tablet Prime,Electronics,32034,5,Pune,2026-07-16 02:54:56.483621,Delivered,False,27872.34,20808.3,4,Top notch quality,160170
522,1887,JBL Laptop Elite,Electronics,40195,2,Pune,2026-08-08 02:54:56.483636,Delivered,True,33301.7,13786.59,4,Highly recommended!,80390
523,1981,Puma Laptop Plus,Electronics,6353,5,Pune,2026-07-22 02:54:56.483646,Cancelled,False,5527.58,4127.12,3,Average experience,31765
524,1659,H&M Camera Neo,Electronics,29538,3,Kolkata,2026-08-05 02:54:56.483655,Placed,True,22791.47,20239.58,3,Okay product,88614
525,1123,Dell TV Max,Electronics,13110,5,Pune,2026-08-08 02:54:56.483665,Cancelled,True,10817.95,11460.27,5,Amazing product!,65550
526,1086,Sony Speaker Prime,Electronics,35355,2,Hyderabad,2026-08-06 02:54:56.483674,Cancelled,True,23814.63,23080.73,5,Top notch quality,70710
527,1447,Dell Watch Prime,Electronics,40270,3,Mumbai,2026-07-16 02:54:56.483683,Placed,False,30099.49,30511.54,1,Not worth it,120810
528,1292,Zara Laptop Neo,Electronics,2076,5,Mumbai,2026-07-22 02:54:56.483692,Shipped,False,1302.29,3868.55,1,Waste of money,10380
529,1185,Nikon Phone Plus,Electronics,17248,1,Delhi,2026-08-06 02:54:56.483702,Delivered,True,13860.19,3387.81,1,Not worth it,17248
530,1384,Xiaomi Phone Max,Electronics,4333,3,Hyderabad,2026-07-31 02:54:56.483711,Shipped,False,2784.98,4644.05,3,Decent quality,12999
531,1972,Lenovo Headphones Air,Electronics,8427,1,Delhi,2026-08-05 02:54:56.483720,Cancelled,True,6302.5,2124.5,5,Very satisfied,8427
532,1648,OnePlus Camera Ultra,Electronics,4473,3,Mumbai,2026-07-17 02:54:56.483729,Delivered,False,2771.64,5104.08,1,Terrible product,13419
533,1085,Panasonic Router Ultra,Electronics,1720,3,Hyderabad,2026-08-05 02:54:56.483739,Cancelled,True,1189.18,1592.46,4,Top notch quality,5160
534,1984,HP Camera X,Electronics,33296,2,Kolkata,2026-08-06 02:54:56.483748,Cancelled,True,27789.08,11013.84,5,Very satisfied,66592
535,1061,H&M T-shirt Neo,Fashion,3238,1,Chennai,2026-07-04 02:54:56.483757,Shipped,False,2577.18,660.82,2,Not satisfied,3238
536,1046,Xiaomi Tablet Neo,Electronics,39681,3,Mumbai,2026-07-23 02:54:56.483776,Cancelled,False,30774.51,26719.47,5,Excellent performance,119043
537,1742,Puma T-shirt Edge,Fashion,35502,5,Kolkata,2026-08-06 02:54:56.483786,Placed,True,25511.43,49952.83,1,Waste of money,177510
538,1251,Xiaomi Watch Neo,Electronics,28809,2,Pune,2026-07-06 02:54:56.483795,Shipped,False,22774.98,12068.03,4,Excellent performance,57618
539,1623,Samsung Phone Ultra,Electronics,22889,2,Chennai,2026-07-04 02:54:56.483804,Shipped,False,13842.41,18093.19,2,Not satisfied,45778
540,1806,Sony TV Core,Electronics,1127,2,Pune,2026-07-17 02:54:56.483813,Delivered,False,933.99,386.02,5,Loved it!,2254
541,1366,Sony Phone Ultra,Electronics,5580,5,Chennai,2026-08-07 02:54:56.483823,Placed,True,3938.91,8205.43,4,Best purchase ever,27900
542,1226,Nikon Watch Plus,Electronics,46180,1,Pune,2026-08-07 02:54:56.483832,Shipped,True,40678.78,5501.22,4,Amazing product!,46180
543,1505,Sony Jeans Plus,Fashion,18924,3,Bangalore,2026-08-04 02:54:56.483845,Shipped,True,15943.93,8940.21,2,Very poor quality,56772
544,1890,OnePlus Headphones Plus,Electronics,18899,4,Bangalore,2026-08-04 02:54:56.483855,Cancelled,True,16919.88,7916.48,4,Loved it!,75596
545,1578,Boat Watch Mini,Electronics,33289,4,Mumbai,2026-08-08 02:54:56.483864,Cancelled,True,26563.01,26903.97,5,Best purchase ever,133156
546,1196,Nikon Camera Mini,Electronics,39045,2,Hyderabad,2026-08-05 02:54:56.483873,Shipped,True,34362.29,9365.41,2,Disappointed,78090
547,1874,Samsung Watch Ultra,Electronics,2015,5,Bangalore,2026-07-13 02:54:56.483883,Delivered,False,1210.18,4024.09,4,Amazing product!,10075
548,1905,Puma T-shirt Ultra,Fashion,27165,3,Pune,2026-08-08 02:54:56.483893,Delivered,True,20337.69,20481.94,5,Amazing product!,81495
549,1342,Acer Watch Core,Electronics,3577,3,Delhi,2026-07-17 02:54:56.483902,Delivered,False,2485.56,3274.32,4,Superb quality!,10731
550,1337,Canon Jacket Core,Fashion,37974,1,Bangalore,2026-08-07 02:54:56.483913,Placed,True,33230.99,4743.01,2,Waste of money,37974
551,1860,Apple Phone Prime,Electronics,41525,1,Bangalore,2026-08-07 02:54:56.483954,Delivered,True,34981.4,6543.6,5,Worth every penny,41525
552,1966,Nikon Watch Ultra,Electronics,7567,4,Delhi,2026-08-06 02:54:56.483965,Placed,True,6405.39,4646.44,5,Superb quality!,30268
553,1087,Panasonic Bag Ultra,Fashion,39819,5,Delhi,2026-07-10 02:54:56.483975,Placed,False,31361.63,42286.86,5,Loved it!,199095
554,1056,Zara Jacket Pro,Fashion,2685,4,Bangalore,2026-07-06 02:54:56.483988,Placed,False,2241.42,1774.31,1,Will not recommend,10740
555,1411,Canon Tablet Pro,Electronics,41537,4,Delhi,2026-08-04 02:54:56.483998,Placed,True,31891.17,38583.32,3,Just okay,166148
556,1901,OnePlus Headphones Max,Electronics,49780,4,Kolkata,2026-08-08 02:54:56.484007,Placed,True,36639.24,52563.03,4,Very satisfied,199120
557,1012,Nikon Jacket Elite,Fashion,7137,3,Kolkata,2026-08-07 02:54:56.484019,Shipped,True,5540.77,4788.7,1,Bad experience,21411
558,1431,Xiaomi Phone Max,Electronics,4926,5,Chennai,2026-08-08 02:54:56.484028,Cancelled,True,3897.5,5142.52,3,Could be better,24630
559,1319,Adidas Watch Plus,Electronics,41188,4,Kolkata,2026-08-05 02:54:56.484038,Cancelled,True,34561.17,26507.33,1,Waste of money,164752
560,1298,Panasonic Jeans Elite,Fashion,34128,3,Bangalore,2026-07-16 02:54:56.484047,Cancelled,False,21986.03,36425.9,3,Could be better,102384
561,1432,Apple T-shirt X,Fashion,1029,5,Bangalore,2026-08-04 02:54:56.484057,Cancelled,True,773.94,1275.28,5,Amazing product!,5145
562,1709,Lenovo Shoes X,Fashion,13631,2,Bangalore,2026-08-06 02:54:56.484067,Cancelled,True,10909.68,5442.64,4,Best purchase ever,27262
563,1465,Sony Bag Max,Fashion,38406,5,Hyderabad,2026-07-15 02:54:56.484076,Shipped,False,27867.72,52691.38,2,Bad experience,192030
564,1218,Nike Camera Ultra,Electronics,3265,4,Mumbai,2026-08-04 02:54:56.484087,Cancelled,True,2638.01,2507.96,4,Best purchase ever,13060
565,1010,Canon Phone Pro,Electronics,48641,3,Delhi,2026-07-28 02:54:56.484099,Delivered,False,31873.15,50303.55,1,Not worth it,145923
566,1044,JBL Speaker Plus,Electronics,2467,5,Delhi,2026-08-05 02:54:56.484108,Shipped,True,1806.15,3304.27,5,Worth every penny,12335
567,1182,Boat Phone Ultra,Electronics,13464,3,Mumbai,2026-08-05 02:54:56.484117,Shipped,True,10981.93,7446.22,3,Works fine,40392
568,1958,Nike Laptop X,Electronics,12039,3,Mumbai,2026-08-04 02:54:56.484127,Cancelled,True,8591.96,10341.13,1,Not worth it,36117
569,1902,Puma Router Air,Electronics,30397,2,Chennai,2026-07-09 02:54:56.484136,Shipped,False,24265.09,12263.81,5,Best purchase ever,60794
570,1711,Acer Headphones Ultra,Electronics,47092,1,Bangalore,2026-08-05 02:54:56.484145,Cancelled,True,39485.2,7606.8,2,Terrible product,47092
571,1335,Nike T-shirt Mini,Fashion,39792,4,Mumbai,2026-08-04 02:54:56.484157,Cancelled,True,34075.11,22867.57,3,Not bad,159168
572,1809,Sony Camera Air,Electronics,41752,3,Pune,2026-08-08 02:54:56.484166,Delivered,True,27672.03,42239.92,1,Will not recommend,125256
573,1329,Adidas Jeans Air,Fashion,4751,2,Pune,2026-07-10 02:54:56.484176,Shipped,False,3561.24,2379.53,4,Highly recommended!,9502
574,1212,HP Jacket Prime,Fashion,34937,4,Mumbai,2026-07-19 02:54:56.484185,Shipped,False,27053.68,31533.3,5,Amazing product!,139748
575,1160,Apple Bag Elite,Fashion,13803,4,Hyderabad,2026-08-07 02:54:56.484195,Cancelled,True,9548.91,17016.35,4,Best purchase ever,55212
576,1235,HP Jacket Prime,Fashion,17180,5,Kolkata,2026-08-05 02:54:56.484204,Placed,True,11828.68,26756.61,5,Worth every penny,85900
577,1823,Lenovo TV Mini,Electronics,30990,5,Chennai,2026-07-21 02:54:56.484215,Delivered,False,22940.82,40245.89,4,Worth every penny,154950
578,1923,Nike T-shirt Mini,Fashion,18392,4,Delhi,2026-08-05 02:54:56.484226,Delivered,True,12325.16,24267.35,1,Not worth it,73568
579,1039,Puma Jacket Prime,Fashion,33383,5,Kolkata,2026-08-06 02:54:56.484235,Cancelled,True,21015.36,61838.21,1,Not worth it,166915
580,1722,Zara Phone Prime,Electronics,22373,2,Kolkata,2026-07-26 02:54:56.484245,Shipped,False,18425.58,7894.83,3,Works fine,44746
581,1968,Boat Speaker Core,Electronics,49808,5,Chennai,2026-08-03 02:54:56.484254,Shipped,False,34096.24,78558.78,3,Just okay,249040
582,1740,JBL Phone Max,Electronics,38507,1,Pune,2026-07-14 02:54:56.484264,Cancelled,False,33102.15,5404.85,2,Very poor quality,38507
583,1866,LG Jacket Ultra,Fashion,31592,2,Mumbai,2026-07-11 02:54:56.484273,Delivered,False,22183.84,18816.33,1,Not worth it,63184
584,1142,Zara T-shirt Edge,Fashion,46240,4,Kolkata,2026-08-07 02:54:56.484283,Delivered,True,39576.04,26655.84,1,Not worth it,184960
